code,recommend_org,jcc_1,jcc_2,jcc_3,how_important,colleagues_imp,management_imp,reports_imp,age_diff_imp,goddard,anxiety_attachment,avoidance_attachment,orgid_behavioral,orgid_affective,orgid_cognitive,orgid_total,org_group_membership_Jansen,org_group_affection_Jansen,org_room_for_authenticity_Jansen,org_value_in_authenticity_Jansen,jansen_bel_o,jansen_au_o,team_group_affection_Jansen,team_group_membership_Jansen,team_room_for_authenticity_Jansen,team_value_in_authenticity_Jansen,jansen_bel_t,jansen_au_t,work_group_cohesivenss_Riordan,work_group_communication_Riordan,work_group_identification_Riordan,work_group_identification_total_Riordan,wrz_job,wrz_career,wrz_calling,team_in_self,org_in_self,self_distance_most_belong,self_distance_least_belong,autonomy_sat,competence_sat,relatedness_sat,psych_needs_tot,proficiency_ind,adaptivity_ind,proactivity_ind,proficiency_team,adaptivity_team,proactivity_team,job_perf_tot,workerid,n_refs,n_antirefs,workerid..55,employ_sitch,employ_sitch_other,months_since_emp,self_employed,self_employed_other,hrs_worked,full_time_position,tenure,income_personal_lt,income_household_lt,code..66,shs_1,shs_2,shs_3,shs_4,shs_sum,big5_e,big5_n,big5_c,big5_a,big5_o,wss,jss_total,jss_pay,jss_promotion,jss_supervision,jss_benefits,jss_contingent,jss_ops,jss_coworkers,jss_nature,jss_comms,cmws_total,cmws_inspiring,cmws_unity,cmws_serving,cmws_fullpo,cmws_become,cmws_reality,cmws_balancing,naq_work,naq_personal,naq_physical,naq_total,mspss_total,mspss_friends,mspss_coworker,mspss_so,mspss_family,uwes_vigor,uwes_ded,uwes_absorp,uwes_tot,wss_1,wss_2,wss_3,engagement_1,engagement_2,engagement_3,engagement_4,engagement_5,engagement_6,engagement_7,engagement_8,engagement_9,phq4_1,phq4_2,phq4_3,phq4_4,workerid..145,how_meaningful,sacrifice,id,religious,spiritual,atheist,agnostic,religious_affil,which_religion,have_kids,num_kids,raise_kids,youngest_child,oldest_child,child_age,lifesat_1,lifesat_2,lifesat_3,lifesat_4,lifesat_5,oms_1,oms_2,oms_3,oms_4,oms_5,oms_6,oms_7,socdes_sum,uls8_sum,lifesat_sum,workerid..196,hitid,time_demo1,time_work1,code..200,time_work2,time_work_habit,time_work_remote,time_demo2,income_household_lt..205,birth_country,living_sitch,sexuality,height,weight,remote_productive,remote_happy,remote_engaged,remote_creative,remote_energized,remote_days,remote_hrs,self_care_work__workout,self_care_work__meditate,self_care_work__nap,self_care_work__handiwork,self_care_work__journal,self_care_work__yoga,self_care_work__dance,self_care_work__read,self_care_work__draw,self_care_work__pray,self_care_work__walk,self_care_all__workout,self_care_all__meditate,self_care_all__nap,self_care_all__handiwork,self_care_all__journal,self_care_all__yoga,self_care_all__dance,self_care_all__read,self_care_all__draw,self_care_all__pray,self_care_all__walk,travel_days,vacation_leave,sick_leave,parent_leave,other_leave,what_other_leave,can_remote_work,do_remote_work,last_promotion,last_raise,last_evaluation,compared_to_same_profession__good_at_job,compared_to_same_profession__career_progress,compared_to_same_profession__job_satisfaction,compared_to_same_career__good_at_job,compared_to_same_career__career_progress,compared_to_same_career__job_satisfaction,travel_required,pay_type_annual,pay_type_hourly,pay_type_commission,pay_type_lump,pay_type_equity,pay_type_other,exact_salary,n_job_switch_5yr,itl,job_req_contact,job_req_lead,job_req_deal_with,job_req_email,job_req_responsible,job_req_teammwork,start_day,end_day,start_date,end_date,ip_address,duration,responseid,latitude,longitude,sex,age,political,race,race_other,edu,employ_sitch..288,employ_sitch_other..289,months_since_emp..290,self_employed..291,self_employed_other..292,days_worked,hrs_worked..294,full_time_position..295,tenure..296,org_size_lt,work_cat,on_team,team_size,lead_or_ic,direct_reps,sector,num_switch,last_raise_mo,last_promo_mo,edu_str,mgr_ic,income_bracket,engagement_avg,edu_numeric,edu_bunch,edu_bunch2,age_range,goddard4,jansen_t4,raise_3mo,promo_3mo,raise_6mo,promo_6mo,raise_12mo,promo_12mo
CO,9,2.0,4.0,2.0,8.9,8.5,9.2,8.7,1.0,25,44,45,15,17,5,37,20,20,20,20,40,40,20,20,20,20,37,34,42,28,29,99,2,4,2,6,7,4,2,15,15,15,45,13,12,15,13,12,14,79,A17OD19QOI1IGF,1,0,A17OD19QOI1IGF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,5.0,5.0,5.0,5.0,27,14,15,17,22,23,21,NA,NA,NA,NA,NA,NA,NA,195,NA,19,131,17,30,20,20,14,13,17,8,13,3,24,158,23,86,25,24,19,16,15,50,7.0,7.0,7.0,6,6,6,6,7,6,6,6,6,2.0,2.0,1.0,1.0,A17OD19QOI1IGF,82,9,8594,NA,NA,NA,NA,1.0,7.0,1.0,2.0,1.0,16.0,16.0,NaN,5.0,5.0,5.0,6.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,NA,19,NA,A17OD19QOI1IGF,3T2EL38U0M1JQWCUBI6S069LJJYQXK,45,63,CO,278.0,67.0,6.0,108.0,4.0,1.0,3.0,Straight,70.0,350.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,8.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,7.0,3.0,NaN,6.0,3.0,2.0,0.0,NaN,0.0,"NA",5.0,2.0,NA,10.0,10.0,8.0,10.0,10.0,9.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,1,99.0,77.0,12.0,89.0,61.0,93.0,17.0,10.0,6/18/18 19:35,6/18/18 19:49,69.27.195.15,811,R_9TaBwP85g6qWYZr,39.03979492,-93.73670197,f,43,Centrist,White,NaN,6,1,NaN,NaN,1.0,NaN,5.0,40.0,0.0,NaN,NaN,Healthcare Practitioner and Technical,1.0,3.0,2.0,NaN,non_profit,0,6,25,Masters,Individual contributor,NA,6.111111111111111,6,Masters,Graduate,35-44,4,3,0,0,1,0,0,0
CO,7,2.0,4.0,2.0,9.4,9.4,9.2,NaN,1.0,24,51,67,13,14,5,32,20,18,20,20,38,40,18,20,20,20,40,40,46,26,30,102,2,4,2,5,4,4,2,12,11,11,34,13,13,6,15,13,9,69,A2FHR563NEBZ2K,1,0,A2FHR563NEBZ2K,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,6.0,5.0,5.0,6.0,29,18,11,18,23,18,17,NA,NA,NA,NA,NA,NA,NA,150,NA,9,92,7,24,12,9,15,9,16,8,12,3,23,138,24,62,24,28,13,7,12,32,6.0,5.0,6.0,4,4,4,3,4,3,5,5,5,2.0,2.0,2.0,1.0,A2FHR563NEBZ2K,29,8,7897,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,6.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,NA,18,NA,A2FHR563NEBZ2K,3UY4PIS8QR2QXYE9OXT413AF9S5N19,18,38,CO,193.0,45.0,5.0,42.0,4.0,1.0,1.0,Straight,64.0,132.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,NaN,15.0,4.0,0.0,0.0,NaN,0.0,"NA",6.0,3.0,NA,9.0,9.0,8.0,9.0,8.0,8.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,4,93.0,40.0,20.0,100.0,10.0,71.0,17.0,11.0,6/18/18 14:14,6/18/18 14:22,128.111.62.31,452,R_3gYGmURECqxrEf5,34.4329071,-119.8370972,f,28,Liberal,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,25.0,20000,"Education, Training, and Library",1.0,4.0,2.0,NaN,gov,1,12,NaN,Bachelors,Individual contributor,NA,4.111111111111111,5,Undergrad,Undergrad,25-34,3,4,0,0,0,0,1,0
CO,10,1.0,1.0,4.0,10,8.5,8.3,8.0,2.0,25,104,97,14,17,6,37,20,20,18,18,40,36,20,20,18,18,40,40,41,25,33,99,1,1,4,5,5,4,3,7,8,8,23,13,13,5,15,11,3,60,A31U7VGTEOY2RG,24,0,A31U7VGTEOY2RG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,1.0,1.0,1.0,1.0,11,6,24,22,19,17,19,NA,NA,NA,NA,NA,NA,NA,183,NA,18,119,17,24,17,17,15,13,16,12,14,3,29,155,24,79,24,28,17,13,15,45,7.0,6.0,6.0,6,5,5,5,6,5,6,6,6,3.0,2.0,4.0,2.0,A31U7VGTEOY2RG,70,15,8819,NA,NA,NA,NA,1.0,7.0,1.0,2.0,1.0,7.0,28.0,NaN,3.0,2.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,NA,22,NA,A31U7VGTEOY2RG,3IQ9O0AYW6GZSHFRT00M21XTFDTTI1,35,47,CO,312.0,84.0,63.0,188.0,3.0,1.0,3.0,Straight,64.0,260.0,7.0,-8.0,10.0,-4.0,10.0,1.0,8,4.0,3.0,4.0,6.0,7.0,1.0,1.0,8.0,2.0,8.0,8.0,4.0,3.0,4.0,6.0,7.0,1.0,1.0,8.0,2.0,8.0,8.0,1.0,5.0,6.0,0.0,0.0,NaN,1.0,Yes,5.0,2.0,NA,9.0,8.0,10.0,10.0,9.0,9.0,1.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,1,85.0,89.0,35.0,100.0,100.0,100.0,15.0,9.0,6/18/18 20:34,6/18/18 20:49,172.75.176.90,913,R_1q2kk1w8ebFgF1g,33.99000549,-81.10160065,f,48,Conservative,White,NaN,3,1,NaN,NaN,1.0,NaN,5.0,42.0,0.0,NaN,NaN,"Farming, Fishing, and Forestry",1.0,15.0,1.0,15.0,profit,0,6,25,Some college,Manager/team lead/exec,NA,5.555555555555555,3,No undergrad,No undergrad,45-54,4,4,0,0,1,0,0,0
CO,10,1.0,4.0,2.0,9.9,7.0,9.4,NaN,4.0,25,32,55,13,13,5,31,20,20,20,16,40,36,20,16,20,16,36,36,48,28,31,107,1,4,2,6,4,5,1,15,12,10,37,15,13,4,15,3,7,57,A28B838GTFFW8S,0,0,A28B838GTFFW8S,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,7.0,4.0,5.0,6.0,29,21,5,22,21,20,17,NA,NA,NA,NA,NA,NA,NA,177,NA,12,109,6,30,15,9,15,14,20,7,12,3,22,137,28,68,14,27,19,11,8,38,7.0,5.0,5.0,6,6,6,5,6,3,3,2,6,1.0,1.0,2.0,2.0,A28B838GTFFW8S,38,0,8840,NA,NA,NA,NA,1.0,7.0,0.0,NaN,NaN,NaN,NaN,NaN,3.0,6.0,5.0,5.0,2.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,NA,16,NA,A28B838GTFFW8S,3TCFMTM8HE5U8CPG2EVK9F7HYY612Q,21,53,CO,249.0,49.0,5.0,71.0,3.0,86.0,1.0,Straight,65.0,225.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,NaN,3.0,1.0,0.0,0.0,NaN,0.0,"NA",5.0,3.0,NA,6.0,6.0,5.0,6.0,3.0,4.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,37000,NA,1,60.0,83.0,4.0,100.0,9.0,97.0,16.0,9.0,6/18/18 20:49,6/18/18 20:59,98.230.14.215,592,R_2ZPrYq6FzdkGNR0,30.45629883,-84.35399628,m,34,Conservative,Asian,NaN,5,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,8.0,500,Business and Financial Operations,1.0,4.0,2.0,NaN,gov,3,12,25,Bachelors,Individual contributor,NA,4.777777777777778,5,Undergrad,Undergrad,25-34,4,3,0,0,0,0,1,0
CO,10,2.0,3.0,3.0,10,7.8,8.1,10.0,3.0,25,108,50,13,17,5,35,17,19,16,16,36,32,19,20,16,16,40,40,42,23,35,100,2,3,3,4,3,4,1,12,15,15,42,15,15,12,15,15,13,85,A2PWUACCQI97J8,0,0,A2PWUACCQI97J8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,6.0,6.0,6.0,7.0,32,17,15,20,23,23,21,NA,NA,NA,NA,NA,NA,NA,149,NA,6,126,18,25,20,18,15,12,18,14,12,3,29,134,28,73,20,13,15,14,11,40,7.0,7.0,7.0,5,5,4,5,6,6,5,4,5,2.0,2.0,1.0,2.0,A2PWUACCQI97J8,61,30,8304,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,3.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,NA,24,NA,A2PWUACCQI97J8,31MCUE39BK3GX9B2OXUSZCGF60XG3M,19,40,CO,270.0,74.0,71.0,51.0,5.0,1.0,2.0,Straight,62.0,160.0,-2.0,-7.0,5.0,-2.0,-2.0,3.0,35,4.0,1.0,6.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,NaN,10.0,4.0,0.0,0.0,NaN,1.0,Yes,3.0,3.0,NA,8.0,8.0,10.0,9.0,10.0,10.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,37000,NA,2,33.0,78.0,0.0,100.0,80.0,100.0,16.0,33.0,6/18/18 15:38,6/18/18 15:49,73.140.103.207,661,R_2uVZ9wEObxWFL8z,47.17709351,-122.1865005,f,24,Liberal,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,45.0,1.0,28.0,250,Information Technology,1.0,5.0,3.0,5.0,profit,1,12,12,Bachelors,Both manager and IC,NA,5,5,Undergrad,Undergrad,under_25,4,4,0,0,0,0,1,1
CO,9,3.0,4.0,1.0,6.5,9.0,2.0,NaN,1.0,20,33,86,5,15,5,25,12,12,20,16,24,36,12,12,20,16,27,28,15,13,29,57,3,4,1,3,6,5,3,15,14,7,36,15,15,13,4,10,4,61,A1XNXLBI0GOOXX,3,0,A1XNXLBI0GOOXX,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,6.0,5.0,5.0,2.0,25,10,6,17,13,17,16,NA,NA,NA,NA,NA,NA,NA,146,NA,8,85,6,21,7,14,15,8,14,12,13,3,28,139,21,63,28,27,13,9,13,35,6.0,5.0,5.0,3,3,6,3,6,3,6,6,4,1.0,1.0,1.0,1.0,A1XNXLBI0GOOXX,15,5,6971,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,6.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,1.0,1.0,4.0,2.0,NA,13,NA,A1XNXLBI0GOOXX,36JW4WBR061PDHM6SYDCLLHDOJ9FH9,35,50,CO,547.0,61.0,14.0,71.0,5.0,1.0,3.0,Straight,70.0,206.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,15.0,3.0,0.0,0.0,NaN,0.0,"NA",5.0,2.0,NA,9.0,7.0,9.0,10.0,8.0,8.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,2,27.0,19.0,2.0,100.0,2.0,67.0,13.0,30.0,6/13/18 19:57,6/13/18 20:13,68.230.98.116,1015,R_1liAOtfz7ECtdjc,33.49360657,-112.1645966,m,37,Liberal,White,NaN,3,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,32.0,1000000,Business and Financial Operations,1.0,13.0,2.0,NaN,profit,0,6,25,Some college,Individual contributor,NA,4.444444444444445,3,No undergrad,No undergrad,35-44,2,1,0,0,1,0,0,0
CO,5,1.0,1.0,3.0,10,9.7,9.4,9.6,4.0,25,18,19,13,17,5,35,20,20,20,20,40,40,20,20,20,20,40,40,49,28,33,110,1,1,3,6,4,5,4,15,15,15,45,15,15,13,15,15,15,88,ABZD7CRM46SN,2,5,ABZD7CRM46SN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,7.0,7.0,6.0,7.0,34,18,4,21,21,20,21,NA,NA,NA,NA,NA,NA,NA,214,NA,24,127,20,30,20,20,7,10,20,7,12,3,22,178,28,94,28,28,27,18,18,57,7.0,7.0,7.0,6,6,7,7,7,7,7,7,7,1.0,1.0,1.0,1.0,ABZD7CRM46SN,71,9,7701,NA,NA,NA,NA,1.0,7.0,1.0,2.0,1.0,6.0,13.0,NaN,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,NA,12,NA,ABZD7CRM46SN,3VP28W7DUN1B42M0YKJJLSLIKGWFZJ,37,64,CO,211.0,52.0,8.0,150.0,5.0,1.0,3.0,Straight,62.0,125.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,8.0,8.0,8.0,1.0,1.0,1.0,8.0,1.0,8.0,8.0,1.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,NaN,10.0,0.0,0.0,0.0,NaN,0.0,"NA",5.0,5.0,NA,11.0,11.0,11.0,11.0,11.0,11.0,0.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,NA,1,100.0,100.0,100.0,100.0,100.0,100.0,17.0,11.0,6/18/18 13:47,6/18/18 13:59,98.93.212.117,718,R_2SAc3L9H9fn96nK,37.75549316,-87.04340363,f,34,Conservative,White,NaN,4,1,NaN,NaN,1.0,NaN,5.0,40.0,0.0,NaN,NaN,Management,1.0,20.0,3.0,10.0,profit,0,25,25,Associates,Both manager and IC,NA,6.777777777777778,4,No undergrad,No undergrad,25-34,4,4,0,0,0,0,0,0
CO,8,1.0,4.0,3.0,6.8,7.8,6.0,NaN,2.0,21,36,48,10,12,4,26,16,16,16,16,32,32,16,16,16,16,32,32,35,23,20,78,1,4,3,3,4,3,2,12,12,11,35,15,14,11,15,11,12,78,A5NHP0N1XC09K,0,0,A5NHP0N1XC09K,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,3.0,3.0,3.0,3.0,19,9,15,12,20,16,14,NA,NA,NA,NA,NA,NA,NA,167,NA,17,109,13,24,16,16,12,12,16,7,12,3,22,133,20,73,20,20,14,14,15,43,5.0,5.0,4.0,4,4,5,5,6,6,6,6,6,1.0,1.0,1.0,1.0,A5NHP0N1XC09K,81,20,9254,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,NA,10,NA,A5NHP0N1XC09K,3TFJJUELSH6EVFZEIBK4QBQ82WF2C1,34,63,CO,273.0,60.0,7.0,59.0,4.0,1.0,1.0,Straight,6.0,200.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,4.0,NaN,10.0,1.0,0.0,0.0,NaN,0.0,"NA",6.0,3.0,NA,9.0,8.0,8.0,9.0,5.0,8.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,58000,NA,2,28.0,29.0,80.0,100.0,11.0,80.0,19.0,35.0,6/19/18 10:09,6/19/18 10:21,98.209.74.5,687,R_UnzGyCNAUC9aVFf,42.91560364,-85.8463974,m,53,Liberal,White,NaN,5,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,53.0,500,"Arts, Design, Entertainment, Sports, and Media",1.0,5.0,2.0,NaN,profit,1,12,NaN,Bachelors,Individual contributor,NA,5.333333333333333,5,Undergrad,Undergrad,45-54,2,2,0,0,0,0,1,0
CO,7,1.0,3.0,3.0,9.1,7.6,5.2,NaN,4.0,25,51,72,13,11,4,28,17,18,20,17,35,37,18,17,20,17,35,37,33,25,34,92,1,3,3,4,3,5,4,14,8,13,35,14,13,9,11,13,8,68,ACDWBEBOTM2JW,5,1,ACDWBEBOTM2JW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,2.0,2.0,2.0,2.0,15,10,23,22,15,17,16,NA,NA,NA,NA,NA,NA,NA,108,NA,9,83,7,22,11,8,10,12,13,21,17,3,41,126,19,62,24,21,13,8,9,30,6.0,6.0,4.0,4,4,4,4,4,3,4,4,4,2.0,2.0,1.0,2.0,ACDWBEBOTM2JW,43,4,6525,NA,NA,NA,NA,1.0,12.0,1.0,2.0,1.0,1.0,7.0,NaN,5.0,6.0,6.0,5.0,2.0,4.0,4.0,5.0,1.0,4.0,5.0,5.0,NA,22,NA,ACDWBEBOTM2JW,3VCK0Q0PO5VQQ9TRSEP4NYR54F70NL,19,32,CO,232.0,42.0,4.0,71.0,5.0,1.0,3.0,Straight,63.0,130.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,NaN,12.0,5.0,60.0,4.0,I took personal days for various reasons. One day I gave the garage a deep clean. Another day I went shopping. Another day I mostly relaxed. The other day I ran errands. ,0.0,"NA",6.0,4.0,NA,9.0,2.0,2.0,9.0,2.0,2.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,75000,NA,2,70.0,6.0,32.0,100.0,19.0,100.0,18.0,35.0,6/9/18 18:08,6/9/18 18:16,72.83.220.133,499,R_2fHHibd4h0eCGPb,39.12219238,-76.99430084,f,36,Liberal,White,NaN,6,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,106.0,5000,Architecture and Engineering,1.0,6.0,2.0,NaN,gov,0,24,NaN,Masters,Individual contributor,NA,3.888888888888889,6,Masters,Graduate,35-44,4,3,0,0,0,0,0,0
CO,5,1.0,3.0,3.0,8,5.0,5.2,0.2,1.0,10,79,72,6,10,2,18,4,9,4,4,13,8,9,8,4,4,17,8,12,14,20,46,1,3,3,1,3,6,5,7,10,6,23,15,14,8,6,9,3,55,A59VLVM9JQGQM,0,0,A59VLVM9JQGQM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,3.0,1.0,1.0,7.0,19,20,23,23,24,22,3,NA,NA,NA,NA,NA,NA,NA,96,NA,6,65,10,7,14,7,10,9,8,21,18,3,42,82,10,50,4,18,15,9,12,36,1.0,1.0,1.0,5,5,4,4,4,4,4,5,6,3.0,3.0,3.0,3.0,A59VLVM9JQGQM,36,11,7911,NA,NA,NA,NA,1.0,7.0,0.0,NaN,NaN,NaN,NaN,NaN,1.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,NA,28,NA,A59VLVM9JQGQM,3A9LA2FRWSV6D3DRSSJYRSHKSVBHXM,23,61,CO,248.0,61.0,8.0,72.0,3.0,1.0,1.0,Straight,70.0,160.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,NaN,0.0,2.0,0.0,0.0,NaN,0.0,"NA",6.0,6.0,NA,8.0,2.0,2.0,8.0,2.0,2.0,0.0,NaN,NaN,NaN,1.0,NaN,NaN,NaN,NA,2,23.0,1.0,73.0,100.0,3.0,3.0,17.0,14.0,6/18/18 14:12,6/18/18 14:23,74.80.23.0,643,R_3PQY6tSKnUyvOp9,30.160507199999998,-92.03320313,m,32,Conservative,White,NaN,8,1,NaN,NaN,1.0,NaN,5.0,70.0,1.0,24.0,1000,"Education, Training, and Library",0.0,NaN,2.0,NaN,profit,3,NaN,NaN,Doctoral,Individual contributor,NA,4.555555555555555,8,Terminal,Graduate,25-34,1,1,0,0,0,0,0,0
CO,3,2.0,3.0,1.0,4.1,7.2,6.0,2.0,4.0,18,58,48,7,8,3,18,12,17,16,16,29,32,17,13,16,16,32,29,26,16,22,64,2,3,1,4,4,3,2,12,12,12,36,11,12,12,15,11,10,71,A2UG68DTOFPQCO,0,5,A2UG68DTOFPQCO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,CO,5.0,5.0,5.0,5.0,27,18,21,20,19,17,15,NA,NA,NA,NA,NA,NA,NA,143,NA,20,91,6,23,12,12,12,11,15,15,13,4,32,126,24,56,26,20,10,7,12,29,5.0,5.0,5.0,4,4,1,4,4,2,5,6,4,2.0,2.0,2.0,2.0,A2UG68DTOFPQCO,10,14,7620,NA,NA,NA,NA,0.0,NaN,0.0,NaN,NaN,NaN,NaN,NaN,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,NA,19,NA,A2UG68DTOFPQCO,3OYHVNTV5TFALK07XMZZL76J88AKOO,21,38,CO,180.0,47.0,52.0,41.0,6.0,1.0,3.0,Straight,64.0,190.0,7.0,-8.0,5.0,-7.0,-5.0,1.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,8.0,NaN,7.0,0.0,0.0,0.0,NaN,1.0,Yes,6.0,3.0,NA,11.0,9.0,3.0,11.0,9.0,2.0,0.0,1.0,NaN,NaN,NaN,NaN,NaN,55000,NA,4,89.0,64.0,61.0,100.0,87.0,76.0,19.0,11.0,6/18/18 13:45,6/18/18 13:53,69.113.60.105,512,R_9AEMqk7INOkk0A9,40.73379517,-73.26519775,f,30,Conservative,Asian,NaN,5,1,NaN,NaN,1.0,NaN,5.0,40.0,1.0,72.0,10,Management,1.0,2.0,1.0,4.0,profit,0,12,NaN,Bachelors,Manager/team lead/exec,NA,3.7777777777777777,5,Undergrad,Undergrad,25-34,1,2,0,0,0,0,1,0
